no,name,logo_name,address,province,phone_numbers,faxes,Emails,website_or_facebook,mailbox,department_name,major
,,,,,,,,,,កសិកម្ម និងអភិវឌ្ឍន៍ជនបទ,ក្សេត្យសាស្រ្ត
,,,,,,,,,,,រុក្ខកម្ម
,,,,,,,,,,,ជលផល
,,,,,,,,,,,ស្ថាបត្យកម្ម
32,សាខាសាកលវិទ្យាល័យ គ្រប់គ្រង និងសេដ្ឋកិច្ច ,management_economic,ភូមិស្រែស្បូវ សង្កាត់អូរឫស្សី ក្រុងក្រចេះ ខេត្តក្រចេះ,ក្រចេះ,០៧២ ៦៦៦០៧៧៧ ;​ ០៧៨ ៧៧៧ ៧៦៩,,ume_kratie@yahoo.com,,,គ្រប់គ្រងពាណិជ្ជកម្ម និងទេសចរណ៍,គណនេយ្យ
,,,,,,,,,,,គ្រប់គ្រង
,,,,,,,,,,,ធនាគារ
,,,,,,,,,,,ទីផ្សារ
,,,,,,,,,,សិល្បៈមនុស្សសាស្រ្ត និងភាសាបរទេស,ការបង្រៀន
,,,,,,,,,,,ការបកប្រែ
,,,,,,,,,,វិទ្យាសាស្រ្ត និងបច្ចេកវិទ្យា,សរសេរកម្មវិធីនិងរចនាគេហទំព័រ
,,,,,,,,,,,បណ្តាញណិតវើក
,,,,,,,,,,,"គ្រប់គ្រងប្រព័ន្ធ
ព័ត៌មានវិទ្យា
"
,,,,,,,,,,នីតិសាស្រ្ត និងសេដ្ឋកិច្ច,នីតិសាស្រ្ត
,,,,,,,,,,,សេដ្ឋកិច្ច
,,,,,,,,,,កសិកម្ម និងអភិវឌ្ឍន៍ជនបទ,ក្សេត្យសាស្រ្ត
,,,,,,,,,,,រុក្ខកម្ម
,,,,,,,,,,,ជលផល
,,,,,,,,,,,ស្ថាបត្យកម្ម
33,សាកលវិទ្យាល័យ ន័រតុន,norton,បណ្ដោយផ្លូវកែវចិន្តា ខណ្ឌជ្រោយចង្វារ រាជធានីភ្នំពេញ,រាជធានីភ្នំពេញ,០២៣​ ៩៨២ ១៦៦ ,០២៣ ២១១ ២៧៣,info@norton-u.com,www.norton-u.com,,១. មហាវិទ្យាល័យវិទ្យាសាស្ត្រសុខាភិបាល,វេជ្ជបណ្ឌិត
,,,,,,,,,,,ឱសថការី
,,,,,,,,,,,អ្នកបច្ចេកទេសមន្ទីរពិសោធន៍វេជ្ជសាស្ត្រ
,,,,,,,,,,,ទន្តបណ្ឌិត
,,,,,,,,,,,គិលានុបដា្ឋកឧត្តម
,,,,,,,,,,២.មហាវិទ្យាល័យសិល្បៈ មនុស្សសាស្ត្រ និងភាសា,ភាសាអង់គ្លេសសម្រាប់ទំនាក់ទំនង
,,,,,,,,,,,គ្រប់គ្រងការអប់រំនិងបង្រៀន
,,,,,,,,,,,ទំនាក់ទំនងអន្តរជាតិ
,,,,,,,,,,៣.មហាវិទ្យាល័យវិទ្យាសាស្ត្រ,វិទ្យាសាស្ត្រកុំព្យូទ័រ
,,,,,,,,,,,វិស្វកម្មបណ្ដាញកុំព្យូទ័រ និងសុវត្ថិភាព
,,,,,,,,,,,ស្ថាបត្យកម្ម និង នគរូបនីយកម្មវិទ្យា
,,,,,,,,,,,រចនាប្រព័ន្ឋផ្សព្វផ្សាយ និងគេហទំព័រ
,,,,,,,,,,,គ្រប់គ្រងព័ត៌មានវិទ្យា
,,,,,,,,,,,អភិវឌ្ឍន៍កម្មវិធី
,,,,,,,,,,,អគ្គិសនី និង អេឡិចត្រូនិច
,,,,,,,,,,,វិស្វកម្មសំណង់ស៊ីវិល
,,,,,,,,,,៤.មហាវិទ្យាវិទ្យាសាស្ត្រសង្គម,គណនេយ្យហិរញ្ញវត្ថុ
,,,,,,,,,,,សេដ្ឋកិច្ចអភិវឌ្ឍន៍
,,,,,,,,,,,រដ្ឋាភិបាល និង រដ្ឋបាលសាធារណៈ
,,,,,,,,,,,ទំនាក់ទំនងអន្តរជាតិនិងការទូត
,,,,,,,,,,,ម៉ាឃីធីង និង ស្លាកសញ្ញា
,,,,,,,,,,,ប្រាក់ចំនូលសារពើភ័ណ្ឌ និង ពន្ឋដារ
,,,,,,,,,,,គ្រប់គ្រងបដិសណ្ឋារកិច្ច និងទេសចរណ៍
,,,,,,,,,,,សវនកម្ម
,,,,,,,,,,,ធនាគារ នឹងហិរញ្ញវត្ថុ
,,,,,,,,,,,នីតិពាណីជ្ជកម្ម
,,,,,,,,,,,សិក្សាច្បាប់ និង យុត្តិធម៌
,,,,,,,,,,,គ្រប់គ្រង
,,,,,,,,,,,គ្រប់គ្រងធនធានមនុស្ស
34,សាកលវិទ្យាល័យមេគង្គកម្ពុជា,mekong,អាគារលេខ ៩បេ ផ្លូវលេខ ២៧១ សង្កាត់ទឹកថ្លា ខណ្ឌសែនសុខ រាជធានីភ្នំពេញ,រាជធានីភ្នំពេញ,០២៣ ៨៨២ ២១១; ០៩២ ២៩៧ ៧២២,០១២ ៨០៩ ១៩១,info@mekong.edu.kh,www.mekong.edu.kh,,១.មហាវិទ្យាល័យសេដ្ឋកិច្ច និងទេសចរណ៍,គ្រប់គ្រងអចលនទ្រព្យ
,,,,,,,,,,,គ្រប់គ្រងពាណិជ្ជកម្ម និងសហគ្រាស
,,,,,,,,,,២.មហាវិទ្យាល័យសេដ្ឋកិច្ច,អភិវឌ្ឍន៍ជនបទ
,,,,,,,,,,,វិភាគហិរញ្ញវត្ថុ និងការវិនិយោគ
,,,,,,,,,,៣.មហាវិទ្យាល័យមនុស្សសាស្ត្រ និងភាសាបរទេស,អប់រំភាសាអង់គ្លេស
,,,,,,,,,,,ភាសាជប៉ុន
,,,,,,,,,,៤.មហាវិទ្យាល័យ វិទ្យាសាស្ត្រ និងបច្ចេកវិទ្យា,វិស្វកម្មសំណង់ស៊ីវិល
,,,,,,,,,,,ស្ថាបត្យកម្ម និង នគរូបនីយកម្មវិទ្យា
,,,,,,,,,,,វិទ្យាសាស្ត្រផ្នែកអនុវត្តពាណិជ្ជកម្ម
,,,,,,,,,,៥.មហាវិទ្យាល័យវិទ្យាសាស្ត្រសង្គម,គ្រប់គ្រងអង្គភាព
,,,,,,,,,,,ទំនាក់ទំនងអន្តរជាតិ
,,,,,,,,,,,ទំនាក់ទំនងសាធារណៈ
,,,,,,,,,,,ភាពជាអ្នកដឹកនាំ
,,,,,,,,,,៦.មហាវិទ្យាល័យនីតិសាស្ត្រ,ច្បាប់ពាណិជ្ជកម្ម
35,សាកលវិទ្យាល័យ ប៊ែលធីអន្តរជាតិ,belty,អគារលេខ ២១ ផ្លូវលេខ ៣៦០ សង្កាត់បឹងកេងកង ខណ្ឌចំការមន ភ្នំពេញ,រាជធានីភ្នំពេញ,០៧៨ ៥៥៥ ៥០៧; ០២៣ ៩៦៧ ៧៧៧; ០២៣ ៩៧ ៩៩៩៩,,info@beltie.edu.kh,www.beltie.edu.com ; www.facebook.com/beltieuniversity,,១.មហាវិទ្យាល័យគ្រប់គ្រងពាណិជ្ជកម្ម,គ្រប់គ្រងទូទៅ
,,,,,,,,,,,គណនេយ្យ
,,,,,,,,,,,ទីផ្សារ
,,,,,,,,,,២.មហាវិទ្យាល័យអប់រំសិល្បៈ និង មនុស្សសាស្ត្រ,បង្រៀនភាសាអង់គ្លេស
,,,,,,,,,,,ភាសាអង់គ្លេសទំនាក់ទំនងទូទៅ
,,,,,,,,,,,បកប្រែភាសាអង់គ្លេស
,,,,,,,,,,៣.មហាវិទ្យាល័យនីតិសាស្ត្រ និង វិទ្យាសាស្ត្រសង្គម,អភិវឌ្ឍសេដ្ឋកិច្ច
,,,,,,,,,,,ហិរញ្ញវត្ថុ និង ធនាគារ
,,,,,,,,,,,ទំនាក់ទំនងអន្តរជាតិ
,,,,,,,,,,៤.មហាវិទ្យាល័យទេសចរណ៍ និង បដិសណ្ឋារកិច្ច,គ្រប់គ្រងទេសចរណ៍
,,,,,,,,,,,គ្រប់គ្រងសណ្ឋាគារ
,,,,,,,,,,,គ្រប់គ្រងបដិសណ្ឋារកិច្ច
,,,,,,,,,,៥. មហាវិទ្យាល័យវិស្វកម្ម និងស្ថាបត្យកម្ម,វិស្វកម្មសំណង់ស៊ីវិល
,,,,,,,,,,,គ្រប់គ្រងសំណង់
,,,,,,,,,,,ស្ថាបត្យកម្ម និង នគរូបនីយកម្មវិទ្យា
,,,,,,,,,,៦.​ មហាវិទ្យាល័យព័ត៌មានវិទ្យា និងវិទ្យាសាស្រ្ត,វិស្វកម្មសូហ្វវែ
,,,,,,,,,,,បណ្ដាញ និងកុំព្យូទ័រ
,,,,,,,,,,,រចនាពហុប្រព័ន្ឋផ្សព្វផ្សាយ
36,សាកលវិទ្យាល័យបញ្ញាសាស្ត្រកម្ពុជា,puc,ផ្លូវលេខ ១៤៤ -១៨៤មហាវិថីព្រះនរោត្តម សង្កាត់ទន្លេបាសាក់ ខណ្ឌចំការមន រាជធានីភ្នំពេញ,រាជធានីភ្នំពេញ,០១១ ៩១៧ ៩៣១; ០១២ ៩៩៩ ១៣៥,០២៣ ៩៩២ ៦៤៩,info@puc.edu.kh,www.puc.edu.kh,,១.មហាវិទ្យាល័យអប់រំ,TESOL
,,,,,,,,,,២.មហាវិទ្យាល័យសិល្បៈ អក្សរសាស្ត្រ មនុស្សសាស្ត្រ ,នរវិទូ
,,,,,,,,,,,ខេមរសិក្សា
,,,,,,,,,,,ប្រវត្តិវិទ្យា
,,,,,,,,,,,ការសម្ដែងតូរ្យតន្រ្តី
,,,,,,,,,,,ភាសាអង់គ្លេសទំនាក់ទំនង
,,,,,,,,,,៣.មហាវិទ្យាល័យពាណិជ្ជសាស្ត្រ និងសេដ្ឋកិច្ច,គណនេយ្យ
,,,,,,,,,,,សេដ្ឋកិច្ច
,,,,,,,,,,,គ្រប់គ្រងពាណីជ្ជកម្ម
,,,,,,,,,,,ធនាគារ នឹងហិរញ្ញវត្ថុ
,,,,,,,,,,,ប្រព័ន្ឋព័ត៌មានវិទ្យាពាណិជ្ជកម្ម
,,,,,,,,,,៤.មហាវិទ្យាល័យគ្រប់គ្រងទេសចរណ៍ និងបដិសណ្ឋារកិច្ច និង សហគ្រិនភាព,សហគ្រិនភាព
,,,,,,,,,,,ទីផ្សារ
,,,,,,,,,,,ជំនួញអន្តរជាតិ
,,,,,,,,,,,គ្រប់គ្រងទេសចរណ៍ និងបដិសណ្ឋារកិច្ច
,,,,,,,,,,៥.មហាវិទ្យាល័យគណិតវិទ្យាវិទ្យាសាស្ត្រ និង វិស្វកម្ម,បរិស្ថាន
,,,,,,,,,,,វិទ្យាសាស្ត្រកុំព្យូទ័រ
,,,,,,,,,,មហាវិទ្យាល័យនីតិសាស្ត្រ និងកិច្ចការសាធារណៈ,ច្បាប់
37,សាកលវិទ្យាល័យបៀលប្រាយ,bbu,អគារភ្នំពេញសេនធ័រ មហាវិថីសម្ដេចព្រះសុធារស សង្កាត់ទន្លេបាសាក់ ខណ្ឌចំការមន រាជធានីភ្នំពេញ,រាជធានីភ្នំពេញ,០២៣ ៩៨៧ ៧០០; ០១២ ៦៨២ ៧៧៧; ០១៥ ៦៨២ ៧៧៧,,info@bbu.edu.kh,www.bbu.edu.kh,,១.មហាវិទ្យាល័យទេសចរណ៍ និងបដិសណ្ឋារកិច្ច,គ្រប់គ្រងទេសចរណ៍
,,,,,,,,,,,គ្រប់គ្រងសេវាម្ហូបអាហារ
,,,,,,,,,,,គ្រប់គ្រងទេសចរណ៍ និង បដិសណ្ឋារកិច្ច
,,,,,,,,,,,គ្រប់គ្រងសណ្ឋាគារ និង បដិសណ្ឋារកិច្ច
,,,,,,,,,,,គ្រប់គ្រងបដិសណ្ឋារកិច្ច និងសេវាម្ហូបអាហារ
,,,,,,,,,,២.មហាវិទ្យាល័យវិទ្យាសាស្ត្រសេដ្ឋកិច្ច និងកសិកម្ម,សេដ្ឋកិច្
,,,,,,,,,,,សេដ្ឋកិច្ចធុរកិច្ច និងហិរញ្ញវត្ថុ
,,,,,,,,,,,ពាណិជ្ជកម្មនិងពាណិជ្ជកម្មអន្តរជាតិ
,,,,,,,,,,,កសិកម្ម
,,,,,,,,,,,គ្រប់គ្រងកសិធុរកិច្ច និង កសិដ្ឋាន
,,,,,,,,,,,ផលិតកម្មដំណាំ
,,,,,,,,,,,គ្រប់គ្រងគម្រោង និងអភិវឌ្ឍន៍ជនបទ
,,,,,,,,,,,ផលិតកម្មសត្វ
,,,,,,,,,,,កសិឧស្សាហកម្មនិងបច្ចេកវិទ្យាក្រោយប្រមូលផល
,,,,,,,,,,៣.មហាវិទ្យាល័យវិស្វកម្ម និងស្ថាបត្យកម្ម,វិស្វកម្មសំណង់ស៊ីវិល និងគ្រោងបង្គំ
,,,,,,,,,,,វិស្វកម្មសំណង់ស៊ីវិល
,,,,,,,,,,,វិស្វកម្មសំណង់ស៊ីវិល និងការសាងសង់
,,,,,,,,,,,ការរចនាស្ថាបត្យកម្មក្នុងអាគារ
,,,,,,,,,,,វិស្វកម្មអេឡិចត្រូនិច និងទូរគមនាគមន៍
,,,,,,,,,,,ការរចនាម៉ូតផលិតផល
,,,,,,,,,,,រចនាស្ថាបត្យកម្ម និងនគរូបនីយវិទ្យា
,,,,,,,,,,,វិស្វកម្មអគ្គិសនី និង អេឡិចត្រូនិច
,,,,,,,,,,៤.មហាវិទ្យាល័យមនុស្សសាស្ត្រ និង ភាសា,ភាសាអង់គ្លេស
,,,,,,,,,,,ការបង្រៀនភាសាអង់គ្លេស
38,សាកលវិទ្យាល័យអាស៊ីអឺរ៉ុប,asia_europ,អគារលេខ ៨២៦ មហាវិថីកម្ពុជាក្រោម សង្កាត់ទឹកល្អក់១ ខណ្ឌទួលគោក រាជធានីភ្នំពេញ,រាជធានីភ្នំពេញ,០១៥ ៧២០ ០៧២; ០១២ ៤៨១ ៧៣៨; ០២៣ ៩៩៩ ១២៤,០២៣ ៩៩៨ ១២៤,info@aeu.edu.kh,www.aeu.edu.kh,,១.មហាវិទ្យាល័យសិល្បៈ មនុស្សសាស្ដ្រ នឹងភាសា,ទំនាក់ទំនងអន្តរជាតិ
,,,,,,,,,,,ភាសាអង់គ្លេស
,,,,,,,,,,,អក្សរសាស្ត្រចិន
,,,,,,,,,,២.មហាវិទ្យាល័យវិទ្យាសាស្ត្រ និងបច្ចេកទេស,វិទ្យាសាស្ត្រកុំព្យូទ័រ
,,,,,,,,,,,បច្ចេកវិទ្យាព័ត៌មាន
,,,,,,,,,,,គ្រប់គ្រងប្រព័ន្ឋព័ត៌មាន
,,,,,,,,,,៣.មហាវិទ្យាល័យនីតិសាស្ត្រ និងវិទ្យាសាស្ត្រនយោបាយ,សេដ្ឋកិច្ច
,,,,,,,,,,,ធនាគារ នឹងហិរញ្ញវត្ថុ
,,,,,,,,,,,សេដ្ឋកិច្ចពាណិជ្ជកម្ម
,,,,,,,,,,,អភិវឌ្ឍសហគមន៍
,,,,,,,,,,៤.មហាវិទ្យាល័យសង្គមសាស្រ្ត និងសេដ្ឋកិច្ច,នីតិឯកជន
,,,,,,,,,,,នីតិសាធារណៈ
,,,,,,,,,,,វិទ្យាសាស្ត្រនយោបាយ
,,,,,,,,,,,រដ្ឋបាលសាធារណៈ
,,,,,,,,,,៥.មហាវិទ្យាល័យគ្រប់គ្រងពាណិជ្ជកម្ម និងទេសចរណ៍,គ្រប់គ្រងធនធានមនុស្ស
,,,,,,,,,,,គ្រប់គ្រង
,,,,,,,,,,,ទីផ្សារ
,,,,,,,,,,,គណនេយ្យ
,,,,,,,,,,,គ្រប់គ្រងសណ្ឋាគារ និងទេសចរណ៍
39,សាកលវិទ្យាល័យកម្ពុជាអន្តរជាតិ,cam_iu,ផ្ទះលេខ  ៥-១៥ ផ្លូវលេខ ១៣៦ សង្កាត់ផ្សារថ្មី៣ ខណ្ឌដូនពេញ រាជធានីភ្នំពេញ,រាជធានីភ្នំពេញ,០១២ ៨៧២ ៦៣០; ០១២ ៩០០ ២៨២; ០១២ ៩៣១ ៨១៧; ០១៥ ៣៣០ ០៦៨ ,,info@camiu.edu.kh,www.camiu.edu.kh,,១.មហាវិទ្យាល័យសិល្បៈ មនុស្សសាស្ដ្រ នឹងភាសា,រចនាម៉ូដ
,,,,,,,,,,,អប់រំ
,,,,,,,,,,,អភិវឌ្ឍន៍កម្មវិធីសិក្សា
,,,,,,,,,,,អក្សរសាស្ត្រចិន
,,,,,,,,,,,អក្សរសាស្រ្តកូរ៉េ
,,,,,,,,,,,ទស្សនវិជ្ជា
,,,,,,,,,,,អក្សរសាស្ត្រខ្មែរ
,,,,,,,,,,,អក្សរសាស្ត្រជប៉ុន
,,,,,,,,,,,ប្រវត្តិវិទ្យា
,,,,,,,,,,,ចិត្តវិទ្យា
,,,,,,,,,,,តូរ្យតន្ត្រី
,,,,,,,,,,២.មហាវិទ្យាល័យ  វិទ្យាសាស្ត្រសង្គម និងនីតិសាស្ត្រ,សេដ្ឋកិច្ចអភិវឌ្ឍន៍
,,,,,,,,,,,ធនាគារ នឹងហិរញ្ញវត្ថុ
,,,,,,,,,,,ហិរញ្ញវត្ថុ និង ពន្ឋដារ
,,,,,,,,,,,នីតិសាធារណៈ
,,,,,,,,,,,ទំនាក់ទំនងអន្តរជាតិ
,,,,,,,,,,,នីតិអន្តរជាតិ
,,,,,,,,,,,ភូមិវិទ្យាសេដ្ឋកិច្ច
,,,,,,,,,,,ហិរញ្ញវត្ថុ និង វិនិយោគ
,,,,,,,,,,,វិទ្យាសាស្ត្រនយោបាយ
,,,,,,,,,,,រដ្ឋបាលសាធារណៈ
,,,,,,,,,,,សេដ្ឋកិច្ច
,,,,,,,,,,,នីតិឯកជន
,,,,,,,,,,៣.មហាវិទ្យាល័យគណិតសាស្ត្រ វិទ្យសាស្រ្ត និងកុំព្យូទ័រ,រូបវិទ្យា
,,,,,,,,,,,រចនាក្រាហ្វិច គេហទំព័រ
,,,,,,,,,,,គណិតវិទ្យា និងស្ថិតិ
,,,,,,,,,,,ជីវវិទ្យា
,,,,,,,,,,,វិទ្យាសាស្ត្រកុំព្យូទ័រ
,,,,,,,,,,,គ្រប់គ្រប់ទិន្នន័យ
,,,,,,,,,,,គីមីវិទ្យា
,,,,,,,,,,៤.មហាវិទ្យាល័យគ្រប់គ្រងពាណិជ្ជកម្ម,គ្រប់គ្រងទូទៅ
,,,,,,,,,,,អភិវឌ្ឍន៍សហគ្រិន
,,,,,,,,,,,គណនេយ្យ និងហិរញ្ញវត្ថុ
,,,,,,,,,,,គ្រប់គ្រងកម្មវិធី និងគម្រោង
,,,,,,,,,,,គ្រប់គ្រងទីផ្សារ
,,,,,,,,,,,សវនកម្ម
,,,,,,,,,,,គ្រប់គ្រងអាជីវកម្មធុនតូច
,,,,,,,,,,,គ្រប់គ្រងការអភិវឌ្ឍន៍ជនបទ
,,,,,,,,,,៥.មហាវិទ្យាល័យគ្រប់គ្រងទេសចរណ៍ និងបដិសណ្ឋារកិច្ច,គ្រប់គ្រងទេសចរណ៍
,,,,,,,,,,,គ្រប់គ្រងសណ្ឋាគារ
,,,,,,,,,,,គ្រប់គ្រងបដិសណ្ឋារកិច្ច និង មគ្គុទេសក៍ទេសចរណ៍
,,,,,,,,,,៦.វិទ្យាស្ថានអប់រំភាសាអង់គ្លេស,អង់គ្លេសសម្រាប់អប់រំ
,,,,,,,,,,,អក្សរសាស្ត្រអង់គ្លេស
40,សាកលវិទ្យាល័យចេនឡា,chenla,ផ្លូវលេខ ៥៧ សង្កាត់ផ្សារដើមគ ខណ្ឌទូលគោក រាជធានីភ្នំពេញ,រាជធានីភ្នំពេញ,០២៣ ៨៨៣ ២៦៩; ០១២ ៥៣៥ ០៨០,០២៣ ៨៨៣ ២៦៩ ,sreymom22.dit@gmail.com,www.clu.com.kh,,១.មហាវិទ្យាល័យសិល្បៈ មនុស្សសាស្ដ្រ នឹងភាសា,ភាសាអង់គ្លេសសម្រាប់ទំនាក់ទំនង
,,,,,,,,,,,ភាសាអង់គ្លេសសម្រាប់អប់រំ
,,,,,,,,,,,ភាសាអង់គ្លេសសម្រាប់បកប្រែ
,,,,,,,,,,២.មហាវិទ្យាល័យវិទ្យាសាស្ត្រអប់រំ,គ្រប់គ្រងអប់រំ
,,,,,,,,,,,វិទ្យាសាស្ត្រអប់រំ
,,,,,,,,,,៣.មហាវិទ្យាល័យវិទ្យាសាស្រ្តសង្គម,គ្រប់គ្រង
,,,,,,,,,,,ទីផ្សារ
,,,,,,,,,,,គណនេយ្យ
,,,,,,,,,,,សេដ្ឋកិច្ចអភិវឌ្ឍន៍
,,,,,,,,,,,ធនាគារ នឹងហិរញ្ញវត្ថុ
,,,,,,,,,,,នីតិសាស្ត្រ
,,,,,,,,,,,រដ្ឋបាលសាធារណៈ
,,,,,,,,,,៤.មហាវិទ្យាល័យគណិតវិទ្យា និងវិទ្យាសាស្ត្រ,វិទ្យាសាស្ត្រកុំព្យូទ័រ
,,,,,,,,,,,បច្ចេកវិទ្យាបណ្ដាញកុំព្យូទ័រ
,,,,,,,,,,,ប្រព័ន្ឋគ្រប់គ្រងទិន្នន័យ
,,,,,,,,,,,រចនាគេហទំព័រ
,,,,,,,,,,,សរសេកម្មវិធី
,,,,,,,,,,,ក្រាហ្វិកឌីហ្សាញ
,,,,,,,,,,៥.មហាវិទ្យាល័យថែទាំសុខភាព,គិលានុបដ្ឋាក
,,,,,,,,,,,ឆ្មប
,,,,,,,,,,,បច្ចេកទេសមន្ទីរពិសោធន៍
41,សាកលវិទ្យាល័យឯកទេសនៃកម្ពុជា,cambodia_specialty,អគារ F ផ្លូវលេខ ៦២ ភូមិទូលគោក សង្កាត់ទួលសង្កែ ខណ្ឌឬស្សីកែវ រាជធានីភ្នំពេញ,រាជធានីភ្នំពេញ,០២៣​ ៣៥០ ៨២៨; ០១២ ៦៣​៦ ២០៧; ០៨៧ ៦៣៦ ២០៧; ០៨៩ ៨០៨ ៨៨៥; ០៧០ ៧០៨ ៨៨៣; ០៩៥ ៩៩៩ ៨៦៧ ,,info@cus.edu.kh,www.cus.edu.kh,,១.មហាវិទ្យាល័យវិស្វកម្ម,វិស្វកម្មសំណង់ស៊ីវិល
,,,,,,,,,,,អេឡិចត្រូនិច អគ្គិសនី
,,,,,,,,,,,កុំព្យូទ័រវិស្វកម្ម
,,,,,,,,,,២.មហាវិទ្យាល័យវិទ្យាសាស្ត្រសង្គម និងនីតិសាស្ត្រ,នីតិសាធារណៈ
,,,,,,,,,,,នីតិឯកជន
,,,,,,,,,,៣.មហាវិទ្យាល័យវិទ្យាសាស្ត្រ និងបច្ចេកវិទ្យា,អក្សរសាស្ត្រកុំព្យូទ័រ
,,,,,,,,,,,គីមីវិទ្យា
,,,,,,,,,,,ជីវវិទ្យា
,,,,,,,,,,,គ្រប់គ្រងប្រព័ន្ឋព័ត៌មានវិទ្យា
,,,,,,,,,,,គណិតវិទ្យា
,,,,,,,,,,,រូបវិទ្យា
,,,,,,,,,,,គ្រប់គ្រងស្ថិតិអនុវត្តន៍
,,,,,,,,,,,បច្ចេកវិទ្យាព័ត៌មានវិទ្យា
,,,,,,,,,,៤.មហាវិទ្យាល័យគ្រប់គ្រងពាណិជ្ជកម្ម និងសេដ្ឋកិច្ច,គ្រប់គ្រង
,,,,,,,,,,,ហិរញ្ញវត្ថុ និង ធនាគារ
,,,,,,,,,,,សេដ្ឋកិច្ចអភិវឌ្ឍន៍
,,,,,,,,,,,គ្រប់គ្រងការផ្សព្វផ្សាយ
,,,,,,,,,,,គ្រប់គ្រងអចលនវត្ថុ និងដីធ្លី
,,,,,,,,,,,គណនេយ្យ
,,,,,,,,,,,ម៉ាឃីធីង (ទីផ្សារ)
,,,,,,,,,,,គ្រប់គ្រងសណ្ឋាគារ និង ទេសចរណ៍
,,,,,,,,,,,គ្រប់គ្រងពាណិជ្ជកម្មអន្តរជាតិ
42,សាកលវិទ្យាល័យធនធានមនុស្ស,human_resource,អគារលេខ ១៧-១៩ ផ្លូវ១៦៣ សង្កាត់អូឡាំពិក ខណ្ឌចំការមន រាជធានីភ្នំពេញ,រាជធានីភ្នំពេញ,០២៣ ៩៨៧ ៨២៦,០២៣ ៩៨៧ ៨២៦,info@hru.edu.kh,www.hru.edu.kh,,១.មហាវិទ្យាល័យសិល្បៈ មនុស្សសាស្ដ្រ នឹងភាសា,អក្សរសាស្ត្រអង់គ្លេសសម្រាប់ការបង្រៀន
,,,,,,,,,,,អក្សរសាស្ត្រអង់គ្លេសសម្រាប់ទំនាក់ទំនង
,,,,,,,,,,២.មហាវិទ្យាល័យសង្គមសាស្ត្រ និងសេដ្ឋកិច្ច,ធនាគារ នឹងហិរញ្ញវត្ថុ
,,,,,,,,,,៣.មហាវិទ្យាល័យគ្រប់គ្រងពាណិជ្ជកម្ម និងទេសចរណ៍,ម៉ាឃីធីង (ទីផ្សារ)
,,,,,,,,,,,គណនេយ្យ
,,,,,,,,,,,គ្រប់គ្រង
,,,,,,,,,,,សណ្ឋាគារ និង ទេសចរណ៍
43,សាកលវិទ្យាល័យអាយអាយស៊ីនៃបច្ចេកវិទ្យា,iic,អគារលេខ ៦៥០ ផ្លូវជាតិលេខ ២ សង្កាត់ចាក់អង្រែក្រោម ខណ្ឌមានជ័យ ភ្នំពេញ,រាជធានីភ្នំពេញ,០២៣​ ៤២៥ ១៤៨; ០១៦ ៣៤០ ៦២៦; ០៩២ ៣៤០ ៦២៦,០២៣ ៤២៥​ ១៤៩,info@icc.edu.kh,www.icc.edu.kh,,១.មហាវិទ្យាល័យវិទ្យាសាស្ត្រសេដ្ឋកិច្ច,សេដ្ឋកិច្ចវិទ្យា
,,,,,,,,,,,ហិរញ្ញវត្ថុ និងធានារ៉ាប់រង
,,,,,,,,,,,ហិរញ្ញវត្ថុ និង ពន្ឋដារ
,,,,,,,,,,,ហិរញ្ញវត្ថុ និង ធនាគារ
,,,,,,,,,,,ហិរញ្ញវត្ថុ និង អចលនទ្រព្យ
,,,,,,,,,,,ស្ថិតិ និងព្យាករណ៍អាជីវកម្ម
,,,,,,,,,,,ហិរញ្ញវត្ថុ និង អចលនទ្រព្យ
,,,,,,,,,,,ស្ថិតិ និងព្យាករណ៍អាជីវកម្ម
,,,,,,,,,,,ហិរញ្ញវត្ថុ និង វិនិយោគ
,,,,,,,,,,,គ្រប់គ្រងមីក្រូហិរញ្ញវត្ថុ
,,,,,,,,,,២.មហាវិទ្យាល័យវិទ្យាសាស្ត្រសង្គម,រដ្ឋបាលសាធារណៈ
,,,,,,,,,,,នីតិសាស្ត្រ
,,,,,,,,,,,នរវិទ្យា
,,,,,,,,,,,ប្រវត្តិសាស្ត្រសង្គមវិទ្យា
,,,,,,,,,,,វិទ្យាសាស្ត្រនយោបាយ
,,,,,,,,,,៣.មហាវិទ្យាល័យ គណិតសាស្ត្រ និងវិទ្យាសាស្ត្រ,វិទ្យាសាស្ត្រកុំព្យូទ័រ
,,,,,,,,,,,គណិតវិទ្យា
,,,,,,,,,,,ព័ត៌មានវិទ្យា
,,,,,,,,,,,វិស្វកម្មផ្នែកទន់
,,,,,,,,,,,វិទ្យាសាស្ត្របរិស្ថាន និង វិទ្យាសាស្រ្តអនុវត្តន៍
,,,,,,,,,,៤.មហាវិទ្យាល័យសិល្បៈ មនុស្សសាស្ត្រ និងភាសា,ការអប់រំភាសាអង់គ្លេស
,,,,,,,,,,,អក្សរសាស្ត្រអង់គ្លេស
,,,,,,,,,,,ភាសាជប៉ុន
,,,,,,,,,,,ភាសាកូរ៉េ
,,,,,,,,,,,ភាសាចិន
,,,,,,,,,,,ភាសាអង់គ្លេសសម្រាប់ពាណិជ្ជកម្ម
,,,,,,,,,,៥.មហាវិទ្យាល័យពាណិជ្ជសាស្ត្រ,គ្រប់គ្រង
,,,,,,,,,,,គ្រប់គ្រងរដ្ឋបាល
